url, name, image_url, price, description, ingredients, specifications
https://www.petstock.com.au/products/supercoat-smartblend-large-breed-adult-chicken-dry-dog-food-1,Supercoat Smartblend Large Breed Adult Chicken Dry Dog Food,https://cdn.shopify.com/s/files/1/0376/6478/4520/products/122014000113-supercoat-smartblend-large-breed-adult-chicken-dry-dog-food-18kg-2.jpg?v=1635294159,58.00,Description,"Ingredients
Meat and meat by-products (chicken_ beef_ lamb and/or pork) and or Poultry by-products_  Wholegrain Wheat_ Wholegrain Barley and/or Corn and/or Sorghum_ Cereal by-products and/or Vegetable Proteins_ Minerals (Calcium Carbonate_ Potassium Chloride_ Phosphoric Acid_ Sodium Chloride_ Copper_ Iodine_ Iron_ Manganese_ Magnesium_ Selenium_ Zinc)_ Beet pulp_  Vitamins (A_ B1_ B2_ B3_ B5_ B6_ B9_ B12_ D3_ E and Choline)_ Garlic_ rosemary plant extract (Natural Antioxidants).",Specifications & Guides
